####Religion####
maneater_desc;This character follows an ancient creed teaching that enlightenment is achieved by ritual consumption of what lies beyond the self.;;;;;;;;;;;x
saudosism;Saudosist;;;;;;;;;;;x
saudosism_desc;This character holds that all paths forward were already charted by the Old Masters, and that enlightenment comes from restoring their forgotten wisdom.;;;;;;;;;;;x
veredite;Veredite;;;;;;;;;;;x
veredite_desc;This character believes that truth is revealed through life's dualities, where suffering and joy, reality and magic, exist as one.;;;;;;;;;;;x
###########Decision Localization###########
TXT_change_modernist_school;Change Modernist School;;;;;;;;;;;;;x

############Event Localization###########
EVTDESC_modernist_1;I have decided it is time for me to change paths in the the Modernist school of thought I have followed for now.;;;;;;;;;;;x
EVTOPTA_modernist_1;Do what thou wilt shall be the whole of the Law.;;;;;;;;;;;x
EVTOPTB_modernist_1;The wisdom of the past is the key to our future!;;;;;;;;;;;x
EVTOPTC_modernist_1;Only by consuming the other can we truly understand ourselves!;;;;;;;;;;;x
EVTOPTD_modernist_1;The Old Masters charted all paths forward and we must restore their wisdom!;;;;;;;;;;;x
EVTOPTE_modernist_1;Truth is revealed through life's dualities!;;;;;;;;;;;x
EVTOPTF_modernist_1;I'm content in my current path.;;;;;;;;;;;x
EVTNAME_modernist_trait_reset;Seeking Clarity;Chercher la Clarté;Klarheit Anstreben;;Buscando Claridad;;;;;;;;;x
EVTDESC_modernist_trait_reset;Your journey in the Modernist path has led you to question your very essence. The tenets of Brazilian modernism speak of rebirth and transformation - a rejection of the old constraints. Perhaps it is time to strip away your preconceived notions and inherited patterns, and reconstruct yourself through the lens of modernist ideals.\n\nYou could undertake a psychic voyage - an exploration of consciousness through ancient and newly discovered methods - to purge yourself of limiting traits and discover new capabilities.;Votre parcours sur le chemin moderniste vous a amené à questionner votre essence même. Les principes du modernisme brésilien parlent de renaissance et de transformation - un rejet des anciennes contraintes. Peut-être est-il temps de rejeter vos notions préconçues et vos schémas hérités, et vous reconstruire à travers les idéaux modernistes.\n\nVous pourriez entreprendre un voyage psychique - une exploration de la conscience par des méthodes anciennes et nouvellement découvertes - pour vous purger de traits limitants et découvrir de nouvelles capacités.;Ihre Reise auf dem modernistischen Weg hat Sie dazu gebracht, Ihr eigenes Wesen in Frage zu stellen. Die Grundsätze des brasilianischen Modernismus sprechen von Wiedergeburt und Transformation - einer Ablehnung alter Zwänge. Vielleicht ist es Zeit, Ihre vorgefassten Meinungen und erblichen Muster abzulegen und sich durch die Linse modernistischer Ideale selbst neu zu konstruieren.\n\nSie könnten eine psychische Reise unternehmen - eine Erforschung des Bewusstseins durch alte und neu entdeckte Methoden - um sich von einschränkenden Merkmalen zu befreien und neue Fähigkeiten zu entdecken.;;A través de tu camino en la senda modernista, has llegado a cuestionar tu propia esencia. Los principios del modernismo brasileño hablan de renacimiento y transformación - un rechazo de las viejas restricciones. Quizás sea hora de descartar tus nociones preconcebidas y patrones heredados, y reconstruirte a través de los ideales modernistas.\n\nPodrías emprender un viaje psíquico - una exploración de la conciencia a través de métodos antiguos y recién descubiertos - para purgarte de rasgos limitantes y descubrir nuevas capacidades.;;;;;;;;;x
EVTOPT_modernist_reset_confirm;Undergo the purification;Subir à la purification;Die Reinigung durchlaufen;;Someterse a la purificación;;;;;;;;;x
EVTOPT_modernist_reset_cancel;The time is not right;Ce n'est pas le bon moment;Es ist nicht die richtige Zeit;;No es el momento;;;;;;;;;x
EVTNAME_modernist_trait_reset_confirm;The Stream of Consciousness;Le Flux de Conscience;Der Bewusstseinsstrom;;El Flujo de Consciencia;;;;;;;;;x
EVTDESC_modernist_trait_reset_confirm;As you consume the carefully prepared essence of yagé - a powerful brew from ancient Amazonian traditions - your consciousness begins to dissolve. The modernist masters who guide you speak of breaking old patterns, of destroying the dated self to build anew.\n\nTime becomes fluid. Your thoughts scatter like birds across an endless sky. Old certainties crumble. In this dissolution, something new begins to form. Your very nature is being rewritten in real-time.\n\nAs the veil lifts days later, you emerge transformed. The traits that once defined you have been stripped away. Your essence has been remade, and one new aspect has crystallized from the chaos - a fresh capacity in some domain you never fully developed.;En consommant l'essence soigneusement préparée du yagé - une puissante infusion des traditions anciennes amazoniennes - votre conscience commence à se dissoudre. Les maîtres modernistes qui vous guident parlent de briser les vieux schémas, de détruire le moi dépassé pour en construire un nouveau.\n\nLe temps devient fluide. Vos pensées se dispersent comme des oiseaux à travers un ciel sans fin. Les certitudes anciennes s'effondrent. Dans cette dissolution, quelque chose de nouveau commence à se former. Votre nature même est en train d'être réécrite en temps réel.\n\nQuand le voile se dissipe quelques jours plus tard, vous émerger transformé. Les traits qui vous définissaient autrefois ont été dépouillés. Votre essence a été refaite, et un nouvel aspect s'est cristallisé du chaos - une capacité nouvelle dans un domaine que vous ne développiez jamais pleinement.;Während Sie die sorgfältig zubereitete Essenz von Yagé konsumieren - einem kraftvollen Gebräu aus alten amazonischen Traditionen - beginnt sich Ihr Bewusstsein aufzulösen. Die modernistischen Meister, die Sie führen, sprechen davon, alte Muster zu durchbrechen, das veraltete Selbst zu zerstören, um neu aufzubauen.\n\nDie Zeit wird flüssig. Ihre Gedanken zerstreuen sich wie Vögel über einem endlosen Himmel. Alte Gewissheiten bröckeln. In dieser Auflösung beginnt sich etwas Neues zu bilden. Ihre Natur wird in Echtzeit umgeschrieben.\n\nAls sich der Schleier Tage später hebt, tauchen Sie verwandelt auf. Die Merkmale, die Sie früher definierten, wurden weggestreift. Ihr Wesen ist neu gemacht worden, und ein neuer Aspekt hat sich aus dem Chaos kristallisiert - eine neue Kapazität in einer Domäne, die Sie nie vollständig entwickelt haben.;;Mientras consumes la esencia cuidadosamente preparada de yagé - un poderoso brebaje de antiguas tradiciones amazónicas - tu conciencia comienza a disolverse. Los maestros modernistas que te guían hablan de romper patrones antiguos, de destruir el yo anticuado para construir uno nuevo.\n\nEl tiempo se vuelve fluido. Tus pensamientos se dispersan como pájaros a través de un cielo infinito. Las viejas certezas se desmoronan. En esta disolución, algo nuevo comienza a formarse. Tu naturaleza está siendo reescrita en tiempo real.\n\nCuando el velo se disipa días después, emerges transformado. Los rasgos que una vez te definían han sido despojados. Tu esencia ha sido rehecha, y un nuevo aspecto se ha cristalizado del caos - una capacidad fresca en un dominio que nunca desarrollaste completamente.;;;;;;;;;x
EVTNAME_modernist_trait_reset_result;Reborn in New Form;Renaître sous une Nouvelle Forme;Wiedergeburt in Neuer Form;;Renacido en Nueva Forma;;;;;;;;;x
EVTDESC_modernist_trait_reset_learning;As your mind clears, you realize that your understanding has expanded. The visions revealed new depths of knowledge and learning. You feel intellectually sharper - your learning has distinctly improved.;À mesure que votre esprit s'éclaircit, vous réalisez que votre compréhension s'est élargie. Les visions ont révélé de nouvelles profondeurs de connaissance et d'apprentissage. Vous vous sentez intellectuellement plus vif - votre apprentissage s'est nettement amélioré.;Während sich Ihr Geist klärt, stellen Sie fest, dass sich Ihr Verständnis erweitert hat. Die Visionen offenbarten neue Wissensdiefen und Lernfähigkeit. Sie fühlen sich intellektuell schärfer - Ihre Lernfähigkeit hat sich deutlich verbessert.;;A medida que tu mente se aclara, te das cuenta de que tu comprensión se ha expandido. Las visiones revelaron nuevas profundidades de conocimiento y aprendizaje. Te sientes intelectualmente más agudo - tu aprendizaje ha mejorado notablemente.;;;;;;;;;x
EVTDESC_modernist_trait_reset_diplomacy;As your mind clears, you find yourself more attuned to the subtleties of human interaction. The visions revealed truths about persuasion, charm, and connection with others. You feel diplomatically sharper - your charisma and persuasive abilities have distinctly improved.;À mesure que votre esprit s'éclaircit, vous vous trouvez plus attentif aux subtilités des interactions humaines. Les visions ont révélé des vérités sur la persuasion, le charme et la connexion avec les autres. Vous vous sentez diplomatiquement plus vif - votre charisme et vos capacités de persuasion se sont nettement améliorés.;Während sich Ihr Geist klärt, finden Sie sich subtiler in die Nuancen menschlicher Interaktion eingestimmt. Die Visionen offenbarten Wahrheiten über Überzeugung, Charme und Verbindung mit anderen. Sie fühlen sich diplomatisch schärfer - Ihr Charisma und Ihre Überzeugungsfähigkeiten haben sich deutlich verbessert.;;A medida que tu mente se aclara, te encuentras más sintonizado con las sutilezas de la interacción humana. Las visiones revelaron verdades sobre la persuasión, el encanto y la conexión con otros. Te sientes diplomáticamente más agudo - tu carisma y habilidades persuasivas han mejorado notablemente.;;;;;;;;;x
EVTDESC_modernist_trait_reset_martial;As your mind clears, your body feels renewed with martial vigor. The visions showed you new techniques and instilled a deeper understanding of combat. Your martial prowess has distinctly improved.;À mesure que votre esprit s'éclaircit, votre corps se sent renouvelé par une vigueur martiale. Les visions vous ont montré de nouvelles techniques et vous ont inculqué une compréhension plus profonde du combat. Votre prouesse martiale s'est nettement améliorée.;Während sich Ihr Geist klärt, fühlt sich Ihr Körper mit kriegischen Kraft erneuert. Die Visionen zeigten Ihnen neue Techniken und vermittelten ein tieferes Verständnis des Kampfes. Ihre kriegerische Meisterschaft hat sich deutlich verbessert.;;A medida que tu mente se aclara, tu cuerpo se siente renovado con vigor marcial. Las visiones te mostraron nuevas técnicas e infundieron una comprensión más profunda del combate. Tu destreza marcial ha mejorado notablemente.;;;;;;;;;x
EVTDESC_modernist_trait_reset_stewardship;As your mind clears, you find yourself understanding the complexities of administration with new clarity. The visions revealed the hidden patterns of economy and governance. Your administrative acumen has distinctly improved.;À mesure que votre esprit s'éclaircit, vous vous trouvez à comprendre les complexités de l'administration avec une nouvelle clarté. Les visions ont révélé les schémas cachés de l'économie et de la gouvernance. Votre acuité d'administration s'est nettement améliorée.;Während sich Ihr Geist klärt, finden Sie sich mit neuer Klarheit in den Komplexitäten der Verwaltung verständnisvoller. Die Visionen offenbarten die verborgenen Muster der Wirtschaft und Regierungsführung. Ihre Verwaltungsfähigkeiten haben sich deutlich verbessert.;;A medida que tu mente se aclara, te encuentras comprendiendo las complejidades de la administración con nueva claridad. Las visiones revelaron los patrones ocultos de la economía y el gobierno. Tu astucia administrativa ha mejorado notablemente.;;;;;;;;;x
EVTOPT_modernist_trait_reset_complete;A new beginning;Un nouveau commencement;Ein neuer Anfang;;Un nuevo comienzo;;;;;;;;;x
EVTNAME_modernist_journey_prep;Preparing for the Spiritual Ascent;Préparation de l'Ascension Spirituelle;Vorbereitung auf die Spirituelle Aufstieg;;Preparación para el Ascenso Espiritual;;;;;;;;;x
EVTDESC_modernist_journey_prep;The modernist path teaches that enlightenment comes not from rejection of the self, but from transcendence through altered consciousness. You have heard legends of the Archives of the Old Masters - repositories of pre-Columbian wisdom where the great modernist thinkers commune with those who came before.\n\nBut the journey is perilous. You must prepare yourself. Some recommend the humble path - meditating on the teachings with minimal supplies, letting your mind sharpen through discipline. Others suggest acquiring guides who know the way, or securing supplies to ease the journey's physical toll.;Le chemin moderniste enseigne que l'illumination ne vient pas du rejet de soi, mais de la transcendance à travers une conscience altérée. Vous avez entendu des légendes sur les Archives des Anciens Maîtres - des dépôts de sagesse précolombienne où les grands penseurs modernistes communiquent avec ceux qui les ont précédés.\n\nMais le voyage est périlleux. Vous devez vous y préparer. Certains recommandent le chemin humble - méditer sur les enseignements avec un minimum de fournitures, laisser votre esprit s'aiguiser par la discipline. D'autres suggèrent d'acquérir des guides qui connaissent le chemin, ou de sécuriser les fournitures pour atténuer la fatigue physique du voyage.;Der modernistische Weg lehrt, dass Erleuchtung nicht aus der Ablehnung des Selbst kommt, sondern aus der Transzendenz durch verändertes Bewusstsein. Sie haben Legenden über die Archive der Alten Meister gehört - Repositories präkolumbinischer Weisheit, wo die großen modernistischen Denker mit denen kommunizieren, die ihnen vorausgingen.\n\nAber die Reise ist gefährlich. Sie müssen sich vorbereiten. Einige empfehlen den schlichten Weg - über die Lehren mit minimalen Vorräten meditieren, lassen Sie Ihren Geist durch Disziplin schärfen. Andere schlagen vor, Führer zu erwerben, die den Weg kennen, oder Vorräte zu sichern, um die körperliche Belastung der Reise zu erleichtern.;;El camino modernista enseña que la iluminación no viene del rechazo del yo, sino de la trascendencia a través de la conciencia alterada. Has oído leyendas sobre los Archivos de los Antiguos Maestros - repositorios de sabiduría precolombina donde los grandes pensadores modernistas se comunican con quienes los precedieron.\n\nPero el viaje es peligroso. Debes prepararte. Algunos recomiendan el camino humilde - meditar sobre las enseñanzas con suministros mínimos, dejando que tu mente se agudice a través de la disciplina. Otros sugieren adquirir guías que conozcan el camino, o asegurar suministros para aliviar el costo físico del viaje.;;;;;;;;;x
EVTOPT_modernist_journey_cancel;Cancel the journey;Annuler le voyage;Die Reise abbrechen;;Cancelar el viaje;;;;;;;;;x
EVTOPT_modernist_journey_humble;The humble path of meditation;Le chemin humble de la méditation;Der demütigende Weg der Meditation;;El camino humilde de la meditación;;;;;;;;;x
EVTOPT_modernist_journey_supplies;Secure supplies and rest;Sécuriser les fournitures et se reposer;Vorräte sichern und sich ausruhen;;Asegurar suministros y descansar;;;;;;;;;x
EVTOPT_modernist_journey_guides;Hire experienced guides;Embaucher des guides expérimentés;Erfahrene Führer einstellen;;Contratar guías experimentados;;;;;;;;;x
EVTNAME_modernist_journey_arrival;Arrival at the Archives of the Ancients;Arrivée aux Archives des Anciens;Ankunft in den Archiven der Alten;;Llegada a los Archivos de los Antiguos;;;;;;;;;x
EVTDESC_modernist_journey_arrival;After weeks of travel through wild terrain and forgotten pathways, you finally stand before the Archives. Hidden among dense jungle and cloud-covered peaks, the structure before you defies classification - it is neither temple nor library, but something entirely unique. Carved into living stone, its walls bear murals depicting scenes that your modern mind struggles to comprehend.\n\nThe guardians of this place - silent figures who seem to exist between worlds - gesture for you to enter. They speak no language you know, yet their intentions are clear. Here, in this liminal space, the boundary between past and present grows thin. The Old Masters await.;Après des semaines de voyage à travers un terrain sauvage et des chemins oubliés, vous vous tenez enfin devant les Archives. Caché au milieu de la jungle dense et des pics couverts de nuages, la structure devant vous défie la classification - ce n'est ni un temple ni une bibliothèque, mais quelque chose d'entièrement unique. Gravée dans la pierre vivante, ses murs portent des fresques dépeignant des scènes que votre esprit moderne a du mal à comprendre.\n\nLes gardiens de ce lieu - des figures silencieuses qui semblent exister entre les mondes - vous font signe d'entrer. Ils ne parlent aucune langue que vous connaissez, pourtant leurs intentions sont claires. Ici, dans cet espace liminal, la frontière entre passé et présent s'amincit. Les Anciens Maîtres attendent.;Nach Wochen der Reise durch wildes Gelände und vergessene Wege stehen Sie schließlich vor den Archiven. Versteckt inmitten dichter Dschungel und wolkenbedeckter Gipfel trotzt die Struktur vor Ihnen der Klassifizierung - es ist weder Tempel noch Bibliothek, sondern etwas völlig Einzigartiges. In lebenden Stein gehauen, tragen seine Mauern Wandmalereien, die Szenen darstellen, die Ihr moderner Geist nur schwer verstehen kann.\n\nDie Wächter dieses Ortes - stille Figuren, die zwischen den Welten zu existieren scheinen - gestikulieren, dass Sie eintreten sollen. Sie sprechen keine Sprache, die Sie kennen, doch ihre Absichten sind klar. Hier, in diesem Schwellenraum, wird die Grenze zwischen Vergangenheit und Gegenwart dünn. Die Alten Meister warten.;;Después de semanas de viaje a través de un terreno salvaje y caminos olvidados, finalmente te paras ante los Archivos. Escondido entre la densa jungla y picos cubiertos de nubes, la estructura ante ti desafía la clasificación - no es ni un templo ni una biblioteca, sino algo completamente único. Tallada en piedra viva, sus muros llevan murales que representan escenas que tu mente moderna lucha por comprender.\n\nLos guardianes de este lugar - figuras silenciosas que parecen existir entre mundos - hacen gestos para que entres. No hablan ningún idioma que conozcas, sin embargo su intención es clara. Aquí, en este espacio liminal, el límite entre pasado y presente se adelgaza. Los Antiguos Maestros esperan.;;;;;;;;;x
EVTOPT_modernist_journey_enter;Enter the Archives;Entrez dans les Archives;Betreten Sie die Archive;;Entra en los Archivos;;;;;;;;;x
EVTNAME_modernist_communion;Communion with Memory;Communion avec la Mémoire;Gemeinschaft mit Erinnerung;;Comunión con la Memoria;;;;;;;;;x
EVTDESC_modernist_communion;Inside, the air itself seems to resonate at a frequency that affects your very being. Ancient symbols cover every surface - some you recognize from studies of pre-Columbian cultures, others seem to reach into dimensions of meaning you've never contemplated. The guardians present you with a chalice containing a luminescent liquid.\n\n\"For clarity,\" they say in your own voice, in your own mind.\n\nYou drink. The world becomes liquid. Time spirals. And suddenly, you are aware beyond awareness - able to perceive the thoughts and experiences of those who came before. The modernist masters appear to you in forms that shift between human and something far older. They show you visions of creation, destruction, and the eternal cycle of rebirth that forms the core of modernist philosophy.\n\nYour consciousness expands beyond your individual self. You touch something divine.;À l'intérieur, l'air lui-même semble résonner à une fréquence qui affecte votre très essence. Des symboles anciens couvrent chaque surface - certains que vous reconnaissez des études des cultures précolombiennes, d'autres semblent atteindre des dimensions de sens que vous n'avez jamais contemplées. Les gardiens vous présentent un calice contenant un liquide luminescent.\n\n\"Pour la clarté,\" disent-ils avec votre propre voix, dans votre propre esprit.\n\nVous buvez. Le monde devient liquide. Le temps spirale. Et soudainement, vous êtes conscient au-delà de la conscience - capable de percevoir les pensées et les expériences de ceux qui sont venus avant. Les maîtres modernistes vous apparaissent sous des formes qui changent entre humain et quelque chose de bien plus ancien. Ils vous montrent des visions de création, destruction, et le cycle éternel de renaissance qui forme le c?ur de la philosophie moderniste.\n\nVotre conscience s'expande au-delà de votre moi individuel. Vous touchez quelque chose de divin.;Im Inneren scheint die Luft selbst bei einer Frequenz zu vibrieren, die Ihr sehr Sein beeinflusst. Alte Symbole bedecken jede Oberfläche - einige erkennen Sie aus Studien präkolumbinischer Kulturen, andere scheinen Dimensionen der Bedeutung zu erreichen, die Sie nie kontempliert haben. Die Wächter präsentieren Ihnen einen Kelch, der eine lumineszierende Flüssigkeit enthält.\n\n\"Für Klarheit\", sagen sie mit Ihrer eigenen Stimme, in Ihrem eigenen Geist.\n\nSie trinken. Die Welt wird flüssig. Die Zeit spiralisiert. Und plötzlich sind Sie sich bewusst jenseits von Bewusstsein - in der Lage, die Gedanken und Erfahrungen derer wahrzunehmen, die vor Ihnen kamen. Die modernistischen Meister erscheinen Ihnen in Formen, die zwischen menschlich und etwas viel Älterem wechseln. Sie zeigen Ihnen Visionen von Schöpfung, Zerstörung und dem ewigen Zyklus der Wiedergeburt, der den Kern der modernistischen Philosophie bildet.\n\nIhr Bewusstsein expandiert jenseits Ihres individuellen Ichs. Sie berühren etwas Göttliches.;;Adentro, el aire mismo parece resonar en una frecuencia que afecta tu ser. Símbolos antiguos cubren cada superficie - algunos que reconoces de estudios de culturas precolombinas, otros parecen alcanzar dimensiones de significado que nunca has contemplado. Los guardianes te presentan un cáliz que contiene un líquido luminiscente.\n\n\"Para la claridad\", dicen con tu propia voz, en tu propia mente.\n\nBeben. El mundo se vuelve líquido. El tiempo espirala. Y de repente, eres consciente más allá de la conciencia - capaz de percibir los pensamientos y experiencias de quienes vinieron antes. Los maestros modernistas te aparecen en formas que cambian entre lo humano y algo mucho más antiguo. Te muestran visiones de creación, destrucción, y el ciclo eterno de renacimiento que forma el núcleo de la filosofía modernista.\n\nTu conciencia se expande más allá de tu yo individual. Tocas algo divino.;;;;;;;;;x
EVTOPT_modernist_prepare_ascent;Prepare for the psychic ascent;Préparez-vous pour l'ascension psychique;Vorbereitung auf den psychischen Aufstieg;;Prepararse para el ascenso psíquico;;;;;;;;;x
EVTNAME_modernist_ascent;The Psychic Ascent;L'Ascension Psychique;Der Psychische Aufstieg;;El Ascenso Psíquico;;;;;;;;;x
EVTDESC_modernist_ascent;The guardians guide you to a chamber at the heart of the Archives. Its ceiling opens to the sky above, and there is no floor - you walk on air itself, or perhaps on the substance of thought. The guardians bring a second chalice, this one containing a brew of extraordinary power.\n\n\"This,\" they explain as shadows and light seem to bend around them, \"is what the ancients drank when they wished to transcend the boundaries of self completely. It is made from plants known only to those who have lived in communion with the jungle for generations untold. Through this, you will meet the Old Masters in their true forms - and they will judge whether you are worthy of their wisdom.\"\n\nThe choice is yours. Will you drink and risk everything for revelation? Or will you turn back, content with the wisdom you have already gained?;Les gardiens vous guident vers une chambre au c?ur des Archives. Son plafond s'ouvre sur le ciel, et il n'y a pas de sol - vous marchez sur l'air lui-même, ou peut-être sur la substance de la pensée. Les gardiens apportent un deuxième calice, celui-ci contenant une infusion d'une puissance extraordinaire.\n\n\"C'est,\" expliquent-ils alors que les ombres et la lumière semblent se plier autour d'eux, \"ce que les anciens ont bu quand ils ont souhaité transcender complètement les frontières du moi. Il est fait de plantes connues uniquement de ceux qui ont vécu en communion avec la jungle pendant des générations indicibles. À travers cela, vous rencontrerez les Maîtres Anciens sous leurs formes véritables - et ils jugeront si vous êtes digne de leur sagesse.\"\n\nLe choix est le vôtre. Allez-vous boire et risquer tout pour la révélation? Ou allez-vous reculer, content de la sagesse que vous avez déjà gagnée?;Die Wächter leiten Sie zu einer Kammer im Herzen der Archive. Sein Decke öffnet sich zum Himmel über, und es gibt keinen Boden - Sie gehen auf der Luft selbst, oder vielleicht auf der Substanz des Gedankens. Die Wächter bringen einen zweiten Kelch, dieser enthält einen Trank von außergewöhnlicher Kraft.\n\n\"Das,\" erklären sie, als Schatten und Licht scheinen sich um sie herum zu biegen, \"ist das, was die Alten tranken, wenn sie die Grenzen des Selbst vollständig transzendieren wollten. Es ist aus Pflanzen gemacht, die nur denen bekannt sind, die in Gemeinschaft mit dem Dschungel für unzählige Generationen gelebt haben. Durch dies werden Sie die Alten Meister in ihren wahren Formen treffen - und sie werden beurteilen, ob Sie ihrer Weisheit würdig sind.\"\n\nDie Wahl liegt bei Ihnen. Werden Sie trinken und alles für die Offenbarung riskieren? Oder werden Sie sich zurückziehen, zufrieden mit der Weisheit, die Sie bereits gewonnen haben?;;Los guardianes te guían a una cámara en el corazón de los Archivos. Su techo se abre al cielo arriba, y no hay piso - caminas sobre el aire mismo, o quizás sobre la sustancia del pensamiento. Los guardianes traen un segundo cáliz, este contiene un brebaje de poder extraordinario.\n\n\"Esto,\" explican mientras sombras y luz parecen doblarse alrededor de ellos, \"es lo que los antiguos bebieron cuando deseaban transcender completamente los límites del yo. Se hace con plantas conocidas únicamente por quienes han vivido en comunión con la jungla durante generaciones incontables. A través de esto, te reunirás con los Antiguos Maestros en sus formas verdaderas - y ellos juzgarán si eres digno de su sabiduría.\"\n\nLa elección es tuya. ¿Vas a beber y arriesgar todo por la revelación? ¿O te retirarás, contento con la sabiduría que ya has ganado?;;;;;;;;;x
EVTOPT_modernist_ascent_yes;Drink and ascend;Boire et monter;Trinken und Aufstieg;;Beber y ascender;;;;;;;;;x
EVTOPT_modernist_ascent_no;Abandon the quest;Abandonner la quête;Aufgeben der Quest;;Abandonar la búsqueda;;;;;;;;;x
EVTNAME_modernist_revelation_ends;The Masters' Judgment;Le Jugement des Maîtres;Das Urteil der Meister;;El Juicio de los Maestros;;;;;;;;;x
EVTDESC_modernist_revelation_ends;Time ceases to have meaning. You exist in a state of pure consciousness - infinite and eternal. The Old Masters surround you in their true forms, beings of light and shadow, antiquity and modernity merged into singular transcendent entities.\n\nThey show you the nature of modernism itself - not a rejection of the past, but a radical reimagining of it. Not destruction, but creative rebirth. And they show you the three fundamental aspects of artistic and spiritual revelation:\n\nThey pull you back towards individual consciousness, their essences imprinting upon your mind. And you understand. You have been judged worthy.;Le temps cesse d'avoir un sens. Vous existez dans un état de conscience pure - infini et éternel. Les Anciens Maîtres vous entourent sous leurs formes vraies, des êtres de lumière et d'ombre, antiquité et modernité fusionnées en entités transcendantes singulières.\n\nIls vous montrent la nature du modernisme lui-même - non pas un rejet du passé, mais une réimagination radicale de celui-ci. Pas la destruction, mais la renaissance créative. Et ils vous montrent les trois aspects fondamentaux de la révélation artistique et spirituelle:\n\nIls vous ramènent vers la conscience individuelle, leurs essences s'imprimant sur votre esprit. Et vous comprenez. Vous avez été jugé digne.;Die Zeit hört auf, eine Bedeutung zu haben. Sie existieren in einem Zustand reiner Bewusstsein - unendlich und ewig. Die Alten Meister umgeben Sie in ihren wahren Formen, Wesen aus Licht und Schatten, Antike und Moderne zu singulären transzendenten Entitäten verschmolzen.\n\nSie zeigen Ihnen die Natur des Modernismus selbst - nicht eine Ablehnung der Vergangenheit, sondern eine radikale Neudefinition derselben. Nicht Zerstörung, sondern kreative Wiedergeburt. Und sie zeigen Ihnen die drei fundamentalen Aspekte der künstlerischen und spirituellen Offenbarung:\n\nSie ziehen Sie zurück zur Einzelbewusstsein, ihre Essenz auf Ihren Geist druckend. Und Sie verstehen. Sie wurden für würdig befunden.;;El tiempo deja de tener significado. Existes en un estado de consciencia pura - infinito y eterno. Los Antiguos Maestros te rodean en sus formas verdaderas, seres de luz y sombra, antigüedad y modernidad fusionadas en entidades singulares transcendentes.\n\nTe muestran la naturaleza del modernismo en sí - no un rechazo del pasado, sino una reimaginación radical del mismo. No destrucción, sino renacimiento creativo. Y te muestran los tres aspectos fundamentales de la revelación artística y espiritual:\n\nTe llevan de vuelta hacia la consciencia individual, sus esencias se imprimen en tu mente. Y comprendes. Has sido juzgado digno.;;;;;;;;;x
EVTOPT_revelation_expression;Embrace Expression and the Arts;Embrasser l'Expression et les Arts;Ausdruck und die Künste umarmen;;Abrazar la Expresión y las Artes;;;;;;;;;x
EVTOPT_revelation_form;Embrace Form and Structure;Embrasser la Forme et la Structure;Form und Struktur umarmen;;Abrazar la Forma y la Estructura;;;;;;;;;x
EVTOPT_revelation_consciousness;Embrace Consciousness and Will;Embrasser la Conscience et la Volonté;Bewusstsein und Willen umarmen;;Abrazar la Consciencia y la Voluntad;;;;;;;;;x
EVTNAME_revelation_expression;The Path of Expression;Le Chemin de l'Expression;Der Weg des Ausdrucks;;El Camino de la Expresión;;;;;;;;;x
